,company name,job_title,Location,Estimated salary,posted,rating,link
493,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1714&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_73c1e4af&cb=1681830212384&jobListingId=1008557080891&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-237e8a4133b9b650-
494,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1715&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_30d3978d&cb=1681830212384&jobListingId=1008579260859&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-1530d7e56d2655f4-
495,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1716&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_04e2803d&cb=1681830212384&jobListingId=1008528595392&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-befb9f3c90b653e7-
496,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1717&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0932de44&cb=1681830212384&jobListingId=1007285294048&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-13027c95012596b8-
497,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1718&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_a99b7bb4&cb=1681830212385&jobListingId=1007788365685&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-a8004d4d60d6a554-
498,Mercedes-Benz Research and Development India Private Limited,Data and Analytics Engineer,Bangalore,₹7L - ₹7L (Glassdoor Est.),5d,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1719&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_30208722&cb=1681830212385&jobListingId=1008584704633&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-041e8386cab1b588-
499,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1720&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_b22d78e2&cb=1681830212389&jobListingId=1008518765011&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-ebb1fe9d4e0a9467-
500,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1721&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_af9c7ba8&cb=1681830212385&jobListingId=1008592293652&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-decbd1639365820b-
501,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1722&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_bf02e5ca&cb=1681830212385&jobListingId=1008430558926&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-a437407f123ce746-
502,PayU,Data Scientist - MA,India,Unrevealed,30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1723&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9a42811a&cb=1681830212385&jobListingId=1008002010888&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-05929ec77ca279ff-
503,iCRC,Data Scientist,Noida,₹6L - ₹10L (Glassdoor Est.),4d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1724&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_e6f2a44c&cb=1681830212385&jobListingId=1008586752495&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-575f5e7cbd8797c2-
504,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1725&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_12ad2b27&cb=1681830212385&jobListingId=1008594717226&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-2c9a8c61a79d6111-
505,Infosys,Data Science,Bangalore,₹3L - ₹9L (Glassdoor Est.),21d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1726&ao=1110586&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_749dfa6b&cb=1681830212385&jobListingId=1008553644606&cpc=C4A69CCDBB3B9599&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-892518c414e536db--6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MEy3-TDTKIO3vOAnPNI9rvuER6vES52YFRK-7XFeQSKpXy8WjaV1K4bHzM1eyRGpJYd3RHfbjd2jBAAWe8aCdDCXqsO8eaLz7k2DvSZSVGvOSAihx9E7KZ3WYCScMIQCzLR69RCNSOf_oJqBUETu3nErO0wpjcY1KS0PCIC4A1CYjuZBSYztKhQ6bxRZ6XtwVxDq7-OZzNGDWTHyXXYSkYXjHCY8Z5D0QwydAv-EHO4gGcfEB1Hb2_lzJtItIL0dQkMNQYE3mK2AX8vZHxZ57PlAhfuHU1ki5HGBJfqD4gYzfEJZ-3jHpU83mzXe5da-lPPTJF4n04hTux-Xlv-OCfbLM1iECW3VIVWoxCrI5pHtrz9m2e0cb-pDUPTNZdehCOb_7hhyrTkASgsD-tM6_XiOEVm5HAtqLO3UoJHaFgyAo6LPws3ednbUwEYnuUkPvAw4qJQ63V8n6smQiJot-R0bGGDHjhoTd6WytZuDU8dMWTlMiFbceJhmw6m6FdJvhQLPe5vhvjxJfgjvA15oGzRgRSb40A8XDXf9E2NmSLEwjhz6HOGO6us%3D
506,StatusNeo Technology Consulting,Data Scientist,Gurgaon,₹2L - ₹8L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1727&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_5da4da53&cb=1681830212386&jobListingId=1007737999689&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-563113a36675bfe7-
507,Ericsson,Data Scientist,Noida,₹5L - ₹9L (Glassdoor Est.),6d,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1728&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_acc76a1d&cb=1681830212386&jobListingId=1008583788494&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-729e954093be38be-
508,CoRover,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),13d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1729&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1a0e30c1&cb=1681830212386&jobListingId=1008570354875&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-7b11c591922a4fdd-
509,Navig8 Group,Data Scientist,Mumbai,₹4L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1730&ao=1136043&s=58&guid=0000018794e471d3b405b5bd8b76985f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_624614ec&cb=1681830212386&jobListingId=1008485230849&jrtk=3-0-1guae8sfekhq3801-1guae8sg724hn000-99cb33e6bd4f6e92-
510,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1801&ao=1110586&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_782680c4&cb=1681830231884&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjByDluXqaP-LUPtLmvlAV-wLaTr1wJTlvpRdDLhaGT8ayZ5xySz10WHE-xlMx7viYYVbPBEYh6cAXSCLE5gXRskYKxV-94Dh6shvQhpWME6YmPxEiqZVAdio3lgaE7VAVOj2qa1-TmnJyY97zs4b8i46krwQmREJEVxE-vBfPUdO5FIsxV0mt6BcCivd2Ne4rgduFXqtxXSzigoVUZ0EHBG-gXWYb3a2JcB-tjiyVxATU0iLzdwpPsS9gC60m9WjNA6H-OXyBGD_2x_JVOrzmLOVClzMBA_ojP6oVCnTZoxqjMhxVquSQQRjTrzDfIBLmPuprQ39H2qWTTi9oaD9cgndnAqsvGV5JEmIDPLO5oVZ4bAGGhgEQHGesTMr0zxROgq-80-21ZuGaeZTe-1GbywetdeGO-av_Le29YTw3AfdEIg_VNdLuDmjJGTdJcePhESHwI9du-IqmML05YNfUhZbeF4UHuab-_xSMhECl5gPQ1gSWkJevlhRA5KM687b5VJI7A-L488_B26DRNoJ0gUGRcJqTeEhZys-aoabze1ZCe_Hqjba-k5ZUssbxJedyn0clTD1yKoE8zbOD41nCKZ73XV5fv0xF2Pvkc7cWr28sQkbNl8OprtLM-BjrElUswAuwReLKFjxZdBWRPSsZHT4TBTTT3TF52jSC0J7eFj96k6TGCbeUeoCi-56MoLqvZQAQH3zGGIN-e21O5gXoWYhyq67QCBdTYPC_TBgj1n09k2YcjkLZqx22DEEp_ZiUS4zPBG-XjTrysnHkRoUmhY5StPpdQY8JHL40uNY5Tlg5ehKYqJ5YxFBQ0-pekeU8uHJvrbuwXQyh3b1BCpltzTfLdv2SE0JrQNU2onUojhPdqpkptuYBAblcLeVzHp27rTnE1piYJUchugxooo-gkpw%3D%3D
511,TrueFan,Machine Learning Intern (GANs),Gurgaon,₹10T - ₹30T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1802&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_a8c2f8ad&cb=1681830231884&jobListingId=1008592100780&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-bf096c54ea8642f5-
512,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1803&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_f3a573f4&cb=1681830231884&jobListingId=1008576880822&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-4e31434c9d5173a3-
513,Aventior,Data Scientist,Pune,₹5L - ₹10L (Employer Est.),3d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1804&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d2759796&cb=1681830231884&jobListingId=1008588942115&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-f7a6e8acc5758f99-
514,DSMATICS TECHNOLOGY SOLUTIONS PVT. LTD.,Data Scientist,Pune,₹3L - ₹10L (Employer Est.),6d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1805&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0f782c27&cb=1681830231885&jobListingId=1008583509397&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-10de3dc817e28af1-
515,RadiusAI,Data Scientist,Karnataka,Unrevealed,5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1806&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0930e838&cb=1681830231885&jobListingId=1008584374059&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-809477051db3d113-
516,Raptor Supplies Limited,Data Scientist,New Delhi,₹6L - ₹25L (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1807&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e3690bf7&cb=1681830231885&jobListingId=1008592457678&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-649a18a05f90567b-
517,PayU,Data Scientist,Bangalore,₹5L - ₹10L (Glassdoor Est.),26d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1808&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0945e9d7&cb=1681830231885&jobListingId=1008545396546&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-a3c43693786817ea-
518,Kwalee,Machine Learning Engineer,Bangalore,₹6L - ₹8L (Glassdoor Est.),3d,3.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1809&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_e0ef5075&cb=1681830231885&jobListingId=1008589186402&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-c84494df52212457-
519,Episeio business solutions,Data Scientist,India,₹20L (Employer Est.),4d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1810&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b22eab3c&cb=1681830231885&jobListingId=1008588924121&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-ec45200509d2a943-
520,HIRINGNINJA,Data scientist,Bangalore,₹12L - ₹20L (Employer Est.),5d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1811&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_8ffd2698&cb=1681830231885&jobListingId=1008586185687&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-5aa7f0bb03efffc4-
521,DataStunt,Data Scientist,Noida,₹10T - ₹40T (Employer Est.),17d,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1812&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_673f7427&cb=1681830231886&jobListingId=1008563019223&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-67cdf6093e3cf330-
522,Flipped.ai,Machine Learning Engineer,Bangalore,₹8L - ₹12L (Employer Est.),30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1813&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_86745d9f&cb=1681830231886&jobListingId=1008404163994&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-63b5e671e9ff8b24-
523,Aidaptive,Machine Learning Engineer,India,Unrevealed,19d,4.7,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1814&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_779c4046&cb=1681830231886&jobListingId=1008557080891&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-237e8a4133b9b650-
524,Mastercard,Data Scientist,Gurgaon,₹2L - ₹2L (Glassdoor Est.),8d,4.3,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1815&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_348e3364&cb=1681830231886&jobListingId=1008579260859&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-1530d7e56d2655f4-
525,Iris software,Data Scientist,Noida,₹6L - ₹7L (Glassdoor Est.),30d+,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1816&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_a7eec2c8&cb=1681830231887&jobListingId=1008528595392&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-befb9f3c90b653e7-
526,Lenskart,Data Scientist,Gurgaon,₹3L - ₹6L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1817&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_aa3e9cb1&cb=1681830231887&jobListingId=1007285294048&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-13027c95012596b8-
527,Eoraa & Co.,Data Scientist,New Delhi,₹2L - ₹8L (Glassdoor Est.),30d+,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1818&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_0a973941&cb=1681830231887&jobListingId=1007788365685&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-a8004d4d60d6a554-
528,Mercedes-Benz Research and Development India Private Limited,Data and Analytics Engineer,Bangalore,₹7L - ₹7L (Glassdoor Est.),5d,4.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1819&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_932cc5d7&cb=1681830231887&jobListingId=1008584704633&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-041e8386cab1b588-
529,Puneri Pattern,Data Scientist,Maharashtra,Unrevealed,30d+,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1820&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_b670dc0b&cb=1681830231887&jobListingId=1008518765011&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-ebb1fe9d4e0a9467-
530,H.S. Corporation,Machine Learning Intern,Bharatpur,₹10T - ₹15T (Employer Est.),1 day ago,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1821&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_abc1df41&cb=1681830231887&jobListingId=1008592293652&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-decbd1639365820b-
531,Transorg Analytics,Data Science Specialist,Gurgaon,₹8L - ₹10L (Glassdoor Est.),30d+,2.8,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1822&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_bb5f4123&cb=1681830231887&jobListingId=1008430558926&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-a437407f123ce746-
532,PayU,Data Scientist - MA,India,Unrevealed,30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1823&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9e1f25f3&cb=1681830231887&jobListingId=1008002010888&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-05929ec77ca279ff-
533,iCRC,Data Scientist,Noida,₹6L - ₹10L (Glassdoor Est.),4d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1824&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_971bb3f3&cb=1681830231887&jobListingId=1008586752495&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-575f5e7cbd8797c2-
534,Aidetic Software Pvt Ltd,Data Scientist,Bangalore,₹8L - ₹15L (Employer Est.),24h,Not available,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1825&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_63443c98&cb=1681830231887&jobListingId=1008594717226&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-2c9a8c61a79d6111-
535,Infosys,Data Science,Bangalore,₹3L - ₹9L (Glassdoor Est.),21d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1826&ao=1110586&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_0574edd4&cb=1681830231887&jobListingId=1008553644606&cpc=C4A69CCDBB3B9599&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-892518c414e536db--6NYlbfkN0C0E1kVSxZWqg_3rwn6zUnYbszXdTQpf9L-zhTFANv_MEy3-TDTKIO3vOAnPNI9rvuER6vES52YFRK-7XFeQSKpXy8WjaV1K4bHzM1eyRGpJYd3RHfbjd2jBAAWe8aCdDCXqsO8eaLz7k2DvSZSVGvOSAihx9E7KZ3WYCScMIQCzLR69RCNSOf_oJqBUETu3nFyrOOeCEDvdKCldDlhwMEkaHdqwg6_4IzIxQXN7k99-R3auZccl0GbNpQpbQfTB8dt6mJGc-Ksas-t9FIhtFKOk0FFlcUasxyXNiYUEENRFYSOtf2vaMT0FPp1OSjTL5qR4Dn1meEjeKomi7ytMf84QESIvrzoqA8MThgczBoOS9YrB1zRvGfQQ8vie1_e18ay1p4Z92j9ztzs_LnXWPUjvYEhnR8-COWl-FpLfvF6ezRPp3TOI4dU51HwXGnnEF-DwvpKT3quhXs8HutReAYE8fhNbRrK_lgeAUyYZMEDP2kvDDZh6wva3qohkGN6YnxLrZkoAh7KqAmR4gUxoprlaZaKBc3cMVLh8OHcYrD5eKdOHkVQ-YMQxASJpkIpRBV2vtGBiaocyf27y3fZIz4UiJOeJbJt6HY%3D
536,StatusNeo Technology Consulting,Data Scientist,Gurgaon,₹2L - ₹8L (Glassdoor Est.),30d+,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1827&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_2c4dcdec&cb=1681830231888&jobListingId=1007737999689&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-563113a36675bfe7-
537,Ericsson,Data Scientist,Noida,₹5L - ₹9L (Glassdoor Est.),6d,4.1,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1828&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_9017fc13&cb=1681830231888&jobListingId=1008583788494&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-729e954093be38be-
538,CoRover,Data Scientist,Bangalore,₹3L - ₹6L (Glassdoor Est.),13d,5.0,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1829&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&cs=1_26dea6cf&cb=1681830231888&jobListingId=1008570354875&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-7b11c591922a4fdd-
539,Navig8 Group,Data Scientist,Mumbai,₹4L - ₹8L (Glassdoor Est.),30d+,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1830&ao=1136043&s=58&guid=0000018794e4be1e865183470ee2e0ac&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5e9682e2&cb=1681830231888&jobListingId=1008485230849&jrtk=3-0-1guae9fhtk6e7801-1guae9fili7ko800-99cb33e6bd4f6e92-
540,GoTo,Staff Machine Learning Engineer,Bangalore,₹2L - ₹8L (Glassdoor Est.),28d,3.9,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1901&ao=1110586&s=58&guid=0000018794e50a719cef2dd88655f245&src=GD_JOB_AD&t=SR&vt=w&cs=1_c490d95b&cb=1681830251424&jobListingId=1008540696660&cpc=280AB1FAEDD8D536&jrtk=3-0-1guaea2kjklv2801-1guaea2l8ii1t800-b7360f8e72a84d41--6NYlbfkN0DXrBR656PqShB4nd9ExliYcIGoAa-Cw4zASH8sJAtKR0FvrpJ2QL2iqpKuANXEDxSPWygzAbdd92PIgVmTna7S1L961VIFwuG1g1nhjSFHk2UBaHpjLh1ewUeAOHrveNDhiAl8VdV9kk58fR0WqtKSB012CZN286GWtNNhQFU20NGdd9mBxfjBUSfbq4NUitObkTS_85Tm5ItmICW2YYdg9DvSMi34hKhMccC1IYYSach0omV4PPgPfjNr56HW4RYqulJ3iEANe0BSkDhdoCyVW_UGNZpmV8CTTHdZRn8oxReeLIFdxYDuYaXCxdbFBhx97qdUKcCQ7WRTptsyaVKab5A5j0PyIlNuZuhfBvThF12iZnQ77Mql0eNSV8Mw5TAyPu9YM0LFdJn194ir6W6etilyaODvs8mOZDftG0aS_O6lu0hhquR_7kv8QCDoAAfz798jn9vQk6H9EBGtohHtWt_v7Glip6LN-tK96iP-y5GcTgWc2Bpneg7CpVnOW1WIhb4CkCd1pEOpEtStoW96YCWK5GDdGAkx_2-2gUFUN090d87WFS0XNs-expWncgGQ5qoSB90QrFplBrr0icsKUg1XzgL66by5ovsG0A2dezx2NDlMlMSvmGj7EnUR56kiz_YtRXbgT9d9up-k2kC-dUQvqwWz5NedpSHZKSAFnQ0wfQxwmEyyX20PYCqPS4NvIKzmW-_ZX9jeiFqWjzoHcWoqMGG_nWsPA9SC0lDbVjyRiKGiJYtj2LYa3lGpZcwHrB-LBLQr25iqN00x9pVVZ9R_1pwv-9nMegKjVTC4H2_eCElZh2q1r4dhgUSFk64aQSkTjnWnpFPk2M2DQebLGZtu036_jqPHr7NlgIj9Hel6NgcYXI0WbI0H-GaJMFq7LPluBVKM7h3hfnei-i5QRxJ8oi44lx2h2O1BfEcYr8uh8X831QJRDuylmSE0Hg4LtR22KF7JAtoMbZoRn9hvg277nqH1i17CqP18Upv0MWCadNSdM2NNY-SxiUHfgsymYtiFykooisTcqFVq0JI3X59G_2bJpSDrh-0XJntDNwnyn8rAm4v1lPslsriUtknfqZi12WtMig%3D%3D
541,Getinz,Data Scientist & Analytics - GWTZ - GGN,Gurgaon,₹10L - ₹15L (Employer Est.),10d,4.4,https://www.glassdoor.co.in/partner/jobListing.htm?pos=1902&ao=1136043&s=58&guid=0000018794e50a719cef2dd88655f245&src=GD_JOB_AD&t=SR&vt=w&cs=1_033bbcc8&cb=1681830251424&jobListingId=1008576880822&jrtk=3-0-1guaea2kjklv2801-1guaea2l8ii1t800-4e31434c9d5173a3-
